path,label
D:\datasets\quickdraw\normal_images\bush_209.jpg,3
D:\datasets\quickdraw\normal_images\squiggle_342.jpg,6
D:\datasets\quickdraw\normal_images\cloud_311.jpg,7
D:\datasets\quickdraw\normal_images\basketball_222.jpg,10
D:\datasets\quickdraw\normal_images\grass_284.jpg,1
D:\datasets\quickdraw\normal_images\squiggle_76.jpg,6
D:\datasets\quickdraw\normal_images\hurricane_273.jpg,12
D:\datasets\quickdraw\normal_images\fork_120.jpg,4
D:\datasets\quickdraw\normal_images\zigzag_1.jpg,13
D:\datasets\quickdraw\normal_images\grass_339.jpg,1
D:\datasets\quickdraw\normal_images\hurricane_424.jpg,12
D:\datasets\quickdraw\normal_images\ladder_263.jpg,14
D:\datasets\quickdraw\normal_images\rainbow_112.jpg,11
D:\datasets\quickdraw\normal_images\mushroom_494.jpg,2
D:\datasets\quickdraw\normal_images\paper clip_232.jpg,9
D:\datasets\quickdraw\normal_images\mushroom_331.jpg,2
D:\datasets\quickdraw\normal_images\basketball_387.jpg,10
D:\datasets\quickdraw\normal_images\nail_364.jpg,8
D:\datasets\quickdraw\normal_images\mushroom_118.jpg,2
D:\datasets\quickdraw\normal_images\baseball_26.jpg,5
D:\datasets\quickdraw\normal_images\hurricane_217.jpg,12
D:\datasets\quickdraw\normal_images\squiggle_434.jpg,6
D:\datasets\quickdraw\normal_images\paper clip_218.jpg,9
D:\datasets\quickdraw\normal_images\paper clip_43.jpg,9
D:\datasets\quickdraw\normal_images\bush_198.jpg,3
D:\datasets\quickdraw\normal_images\zigzag_23.jpg,13
D:\datasets\quickdraw\normal_images\squiggle_268.jpg,6
D:\datasets\quickdraw\normal_images\squiggle_456.jpg,6
D:\datasets\quickdraw\normal_images\grass_305.jpg,1
D:\datasets\quickdraw\normal_images\rainbow_386.jpg,11
D:\datasets\quickdraw\normal_images\grass_43.jpg,1
D:\datasets\quickdraw\normal_images\rainbow_298.jpg,11
D:\datasets\quickdraw\normal_images\watermelon_86.jpg,0
D:\datasets\quickdraw\normal_images\bush_41.jpg,3
D:\datasets\quickdraw\normal_images\fork_216.jpg,4
D:\datasets\quickdraw\normal_images\nail_452.jpg,8
D:\datasets\quickdraw\normal_images\mushroom_471.jpg,2
D:\datasets\quickdraw\normal_images\watermelon_376.jpg,0
D:\datasets\quickdraw\normal_images\bush_22.jpg,3
D:\datasets\quickdraw\normal_images\basketball_334.jpg,10
D:\datasets\quickdraw\normal_images\basketball_255.jpg,10
D:\datasets\quickdraw\normal_images\zigzag_429.jpg,13
D:\datasets\quickdraw\normal_images\watermelon_78.jpg,0
D:\datasets\quickdraw\normal_images\mushroom_347.jpg,2
D:\datasets\quickdraw\normal_images\baseball_295.jpg,5
D:\datasets\quickdraw\normal_images\baseball_3.jpg,5
D:\datasets\quickdraw\normal_images\rainbow_235.jpg,11
D:\datasets\quickdraw\normal_images\baseball_93.jpg,5
D:\datasets\quickdraw\normal_images\zigzag_173.jpg,13
D:\datasets\quickdraw\normal_images\cloud_378.jpg,7
D:\datasets\quickdraw\normal_images\hurricane_20.jpg,12
D:\datasets\quickdraw\normal_images\fork_282.jpg,4
D:\datasets\quickdraw\normal_images\grass_224.jpg,1
D:\datasets\quickdraw\normal_images\grass_362.jpg,1
D:\datasets\quickdraw\normal_images\rainbow_256.jpg,11
D:\datasets\quickdraw\normal_images\cloud_472.jpg,7
D:\datasets\quickdraw\normal_images\paper clip_49.jpg,9
D:\datasets\quickdraw\normal_images\mushroom_351.jpg,2
D:\datasets\quickdraw\normal_images\rainbow_144.jpg,11
D:\datasets\quickdraw\normal_images\nail_478.jpg,8
D:\datasets\quickdraw\normal_images\rainbow_89.jpg,11
D:\datasets\quickdraw\normal_images\grass_84.jpg,1
D:\datasets\quickdraw\normal_images\zigzag_314.jpg,13
D:\datasets\quickdraw\normal_images\nail_170.jpg,8
D:\datasets\quickdraw\normal_images\watermelon_293.jpg,0
D:\datasets\quickdraw\normal_images\fork_188.jpg,4
D:\datasets\quickdraw\normal_images\squiggle_171.jpg,6
D:\datasets\quickdraw\normal_images\mushroom_333.jpg,2
D:\datasets\quickdraw\normal_images\fork_275.jpg,4
D:\datasets\quickdraw\normal_images\baseball_321.jpg,5
D:\datasets\quickdraw\normal_images\cloud_179.jpg,7
D:\datasets\quickdraw\normal_images\rainbow_31.jpg,11
D:\datasets\quickdraw\normal_images\fork_366.jpg,4
D:\datasets\quickdraw\normal_images\cloud_261.jpg,7
D:\datasets\quickdraw\normal_images\nail_85.jpg,8
D:\datasets\quickdraw\normal_images\paper clip_345.jpg,9
D:\datasets\quickdraw\normal_images\fork_399.jpg,4
D:\datasets\quickdraw\normal_images\cloud_210.jpg,7
D:\datasets\quickdraw\normal_images\mushroom_202.jpg,2
D:\datasets\quickdraw\normal_images\baseball_311.jpg,5
D:\datasets\quickdraw\normal_images\basketball_29.jpg,10
D:\datasets\quickdraw\normal_images\paper clip_455.jpg,9
D:\datasets\quickdraw\normal_images\paper clip_488.jpg,9
D:\datasets\quickdraw\normal_images\ladder_56.jpg,14
D:\datasets\quickdraw\normal_images\nail_404.jpg,8
D:\datasets\quickdraw\normal_images\hurricane_450.jpg,12
D:\datasets\quickdraw\normal_images\zigzag_43.jpg,13
D:\datasets\quickdraw\normal_images\watermelon_237.jpg,0
D:\datasets\quickdraw\normal_images\bush_334.jpg,3
D:\datasets\quickdraw\normal_images\zigzag_238.jpg,13
D:\datasets\quickdraw\normal_images\mushroom_424.jpg,2
D:\datasets\quickdraw\normal_images\fork_397.jpg,4
D:\datasets\quickdraw\normal_images\hurricane_475.jpg,12
D:\datasets\quickdraw\normal_images\baseball_477.jpg,5
D:\datasets\quickdraw\normal_images\bush_361.jpg,3
D:\datasets\quickdraw\normal_images\squiggle_91.jpg,6
D:\datasets\quickdraw\normal_images\hurricane_176.jpg,12
D:\datasets\quickdraw\normal_images\hurricane_228.jpg,12
D:\datasets\quickdraw\normal_images\hurricane_77.jpg,12
D:\datasets\quickdraw\normal_images\cloud_361.jpg,7
D:\datasets\quickdraw\normal_images\fork_333.jpg,4
D:\datasets\quickdraw\normal_images\basketball_238.jpg,10
D:\datasets\quickdraw\normal_images\watermelon_139.jpg,0
D:\datasets\quickdraw\normal_images\ladder_306.jpg,14
D:\datasets\quickdraw\normal_images\grass_105.jpg,1
D:\datasets\quickdraw\normal_images\paper clip_250.jpg,9
D:\datasets\quickdraw\normal_images\grass_255.jpg,1
D:\datasets\quickdraw\normal_images\grass_251.jpg,1
D:\datasets\quickdraw\normal_images\paper clip_105.jpg,9
D:\datasets\quickdraw\normal_images\baseball_327.jpg,5
D:\datasets\quickdraw\normal_images\cloud_69.jpg,7
D:\datasets\quickdraw\normal_images\watermelon_266.jpg,0
D:\datasets\quickdraw\normal_images\hurricane_242.jpg,12
D:\datasets\quickdraw\normal_images\basketball_200.jpg,10
D:\datasets\quickdraw\normal_images\bush_285.jpg,3
D:\datasets\quickdraw\normal_images\watermelon_471.jpg,0
D:\datasets\quickdraw\normal_images\watermelon_382.jpg,0
D:\datasets\quickdraw\normal_images\fork_384.jpg,4
D:\datasets\quickdraw\normal_images\grass_440.jpg,1
D:\datasets\quickdraw\normal_images\fork_453.jpg,4
D:\datasets\quickdraw\normal_images\ladder_107.jpg,14
D:\datasets\quickdraw\normal_images\nail_163.jpg,8
D:\datasets\quickdraw\normal_images\fork_267.jpg,4
D:\datasets\quickdraw\normal_images\nail_200.jpg,8
D:\datasets\quickdraw\normal_images\watermelon_105.jpg,0
D:\datasets\quickdraw\normal_images\mushroom_39.jpg,2
D:\datasets\quickdraw\normal_images\grass_216.jpg,1
D:\datasets\quickdraw\normal_images\basketball_466.jpg,10
D:\datasets\quickdraw\normal_images\squiggle_246.jpg,6
D:\datasets\quickdraw\normal_images\rainbow_174.jpg,11
D:\datasets\quickdraw\normal_images\fork_417.jpg,4
D:\datasets\quickdraw\normal_images\cloud_61.jpg,7
D:\datasets\quickdraw\normal_images\fork_192.jpg,4
D:\datasets\quickdraw\normal_images\squiggle_386.jpg,6
D:\datasets\quickdraw\normal_images\watermelon_274.jpg,0
D:\datasets\quickdraw\normal_images\mushroom_243.jpg,2
D:\datasets\quickdraw\normal_images\baseball_240.jpg,5
D:\datasets\quickdraw\normal_images\hurricane_332.jpg,12
D:\datasets\quickdraw\normal_images\nail_290.jpg,8
D:\datasets\quickdraw\normal_images\basketball_414.jpg,10
D:\datasets\quickdraw\normal_images\squiggle_149.jpg,6
D:\datasets\quickdraw\normal_images\ladder_458.jpg,14
D:\datasets\quickdraw\normal_images\mushroom_404.jpg,2
D:\datasets\quickdraw\normal_images\grass_78.jpg,1
D:\datasets\quickdraw\normal_images\bush_35.jpg,3
D:\datasets\quickdraw\normal_images\nail_405.jpg,8
D:\datasets\quickdraw\normal_images\bush_379.jpg,3
D:\datasets\quickdraw\normal_images\hurricane_251.jpg,12
D:\datasets\quickdraw\normal_images\fork_462.jpg,4
D:\datasets\quickdraw\normal_images\bush_169.jpg,3
D:\datasets\quickdraw\normal_images\rainbow_464.jpg,11
D:\datasets\quickdraw\normal_images\nail_370.jpg,8
D:\datasets\quickdraw\normal_images\cloud_244.jpg,7
D:\datasets\quickdraw\normal_images\zigzag_349.jpg,13
D:\datasets\quickdraw\normal_images\rainbow_32.jpg,11
D:\datasets\quickdraw\normal_images\nail_359.jpg,8
D:\datasets\quickdraw\normal_images\basketball_233.jpg,10
D:\datasets\quickdraw\normal_images\grass_355.jpg,1
D:\datasets\quickdraw\normal_images\nail_145.jpg,8
D:\datasets\quickdraw\normal_images\squiggle_455.jpg,6
D:\datasets\quickdraw\normal_images\paper clip_23.jpg,9
D:\datasets\quickdraw\normal_images\basketball_96.jpg,10
D:\datasets\quickdraw\normal_images\paper clip_472.jpg,9
D:\datasets\quickdraw\normal_images\rainbow_266.jpg,11
D:\datasets\quickdraw\normal_images\zigzag_98.jpg,13
D:\datasets\quickdraw\normal_images\grass_287.jpg,1
D:\datasets\quickdraw\normal_images\nail_225.jpg,8
D:\datasets\quickdraw\normal_images\squiggle_412.jpg,6
D:\datasets\quickdraw\normal_images\fork_434.jpg,4
D:\datasets\quickdraw\normal_images\watermelon_486.jpg,0
D:\datasets\quickdraw\normal_images\hurricane_382.jpg,12
D:\datasets\quickdraw\normal_images\watermelon_309.jpg,0
D:\datasets\quickdraw\normal_images\rainbow_325.jpg,11
D:\datasets\quickdraw\normal_images\ladder_204.jpg,14
D:\datasets\quickdraw\normal_images\cloud_193.jpg,7
D:\datasets\quickdraw\normal_images\hurricane_230.jpg,12
D:\datasets\quickdraw\normal_images\zigzag_379.jpg,13
D:\datasets\quickdraw\normal_images\nail_110.jpg,8
D:\datasets\quickdraw\normal_images\basketball_474.jpg,10
D:\datasets\quickdraw\normal_images\basketball_377.jpg,10
D:\datasets\quickdraw\normal_images\squiggle_85.jpg,6
D:\datasets\quickdraw\normal_images\nail_276.jpg,8
D:\datasets\quickdraw\normal_images\paper clip_153.jpg,9
D:\datasets\quickdraw\normal_images\cloud_150.jpg,7
D:\datasets\quickdraw\normal_images\mushroom_271.jpg,2
D:\datasets\quickdraw\normal_images\paper clip_102.jpg,9
D:\datasets\quickdraw\normal_images\zigzag_332.jpg,13
D:\datasets\quickdraw\normal_images\bush_419.jpg,3
D:\datasets\quickdraw\normal_images\bush_332.jpg,3
D:\datasets\quickdraw\normal_images\grass_421.jpg,1
D:\datasets\quickdraw\normal_images\baseball_270.jpg,5
D:\datasets\quickdraw\normal_images\baseball_306.jpg,5
D:\datasets\quickdraw\normal_images\nail_402.jpg,8
D:\datasets\quickdraw\normal_images\nail_52.jpg,8
D:\datasets\quickdraw\normal_images\watermelon_467.jpg,0
D:\datasets\quickdraw\normal_images\bush_312.jpg,3
D:\datasets\quickdraw\normal_images\hurricane_146.jpg,12
D:\datasets\quickdraw\normal_images\zigzag_386.jpg,13
D:\datasets\quickdraw\normal_images\cloud_334.jpg,7
D:\datasets\quickdraw\normal_images\ladder_378.jpg,14
D:\datasets\quickdraw\normal_images\nail_336.jpg,8
D:\datasets\quickdraw\normal_images\nail_457.jpg,8
D:\datasets\quickdraw\normal_images\bush_438.jpg,3
D:\datasets\quickdraw\normal_images\squiggle_264.jpg,6
D:\datasets\quickdraw\normal_images\cloud_350.jpg,7
D:\datasets\quickdraw\normal_images\cloud_45.jpg,7
D:\datasets\quickdraw\normal_images\ladder_175.jpg,14
D:\datasets\quickdraw\normal_images\baseball_78.jpg,5
D:\datasets\quickdraw\normal_images\watermelon_391.jpg,0
D:\datasets\quickdraw\normal_images\ladder_60.jpg,14
D:\datasets\quickdraw\normal_images\ladder_412.jpg,14
D:\datasets\quickdraw\normal_images\hurricane_255.jpg,12
D:\datasets\quickdraw\normal_images\paper clip_281.jpg,9
D:\datasets\quickdraw\normal_images\bush_301.jpg,3
D:\datasets\quickdraw\normal_images\mushroom_38.jpg,2
D:\datasets\quickdraw\normal_images\zigzag_301.jpg,13
D:\datasets\quickdraw\normal_images\mushroom_292.jpg,2
D:\datasets\quickdraw\normal_images\rainbow_146.jpg,11
D:\datasets\quickdraw\normal_images\cloud_86.jpg,7
D:\datasets\quickdraw\normal_images\nail_61.jpg,8
D:\datasets\quickdraw\normal_images\rainbow_172.jpg,11
D:\datasets\quickdraw\normal_images\mushroom_317.jpg,2
D:\datasets\quickdraw\normal_images\basketball_277.jpg,10
D:\datasets\quickdraw\normal_images\bush_181.jpg,3
D:\datasets\quickdraw\normal_images\fork_245.jpg,4
D:\datasets\quickdraw\normal_images\grass_368.jpg,1
D:\datasets\quickdraw\normal_images\grass_55.jpg,1
D:\datasets\quickdraw\normal_images\mushroom_152.jpg,2
D:\datasets\quickdraw\normal_images\fork_481.jpg,4
D:\datasets\quickdraw\normal_images\mushroom_337.jpg,2
D:\datasets\quickdraw\normal_images\grass_217.jpg,1
D:\datasets\quickdraw\normal_images\fork_16.jpg,4
D:\datasets\quickdraw\normal_images\ladder_266.jpg,14
D:\datasets\quickdraw\normal_images\paper clip_475.jpg,9
D:\datasets\quickdraw\normal_images\zigzag_398.jpg,13
D:\datasets\quickdraw\normal_images\grass_325.jpg,1
D:\datasets\quickdraw\normal_images\cloud_388.jpg,7
D:\datasets\quickdraw\normal_images\mushroom_242.jpg,2
D:\datasets\quickdraw\normal_images\grass_356.jpg,1
D:\datasets\quickdraw\normal_images\zigzag_368.jpg,13
D:\datasets\quickdraw\normal_images\nail_385.jpg,8
D:\datasets\quickdraw\normal_images\hurricane_360.jpg,12
D:\datasets\quickdraw\normal_images\basketball_17.jpg,10
D:\datasets\quickdraw\normal_images\hurricane_208.jpg,12
D:\datasets\quickdraw\normal_images\fork_58.jpg,4
D:\datasets\quickdraw\normal_images\zigzag_124.jpg,13
D:\datasets\quickdraw\normal_images\zigzag_330.jpg,13
D:\datasets\quickdraw\normal_images\rainbow_454.jpg,11
D:\datasets\quickdraw\normal_images\fork_95.jpg,4
D:\datasets\quickdraw\normal_images\bush_264.jpg,3
D:\datasets\quickdraw\normal_images\grass_128.jpg,1
D:\datasets\quickdraw\normal_images\hurricane_496.jpg,12
D:\datasets\quickdraw\normal_images\mushroom_237.jpg,2
D:\datasets\quickdraw\normal_images\hurricane_17.jpg,12
D:\datasets\quickdraw\normal_images\ladder_418.jpg,14
D:\datasets\quickdraw\normal_images\mushroom_485.jpg,2
D:\datasets\quickdraw\normal_images\bush_205.jpg,3
D:\datasets\quickdraw\normal_images\fork_193.jpg,4
D:\datasets\quickdraw\normal_images\nail_203.jpg,8
D:\datasets\quickdraw\normal_images\baseball_34.jpg,5
D:\datasets\quickdraw\normal_images\hurricane_64.jpg,12
D:\datasets\quickdraw\normal_images\squiggle_397.jpg,6
D:\datasets\quickdraw\normal_images\mushroom_423.jpg,2
D:\datasets\quickdraw\normal_images\rainbow_420.jpg,11
D:\datasets\quickdraw\normal_images\watermelon_492.jpg,0
D:\datasets\quickdraw\normal_images\bush_9.jpg,3
D:\datasets\quickdraw\normal_images\grass_227.jpg,1
D:\datasets\quickdraw\normal_images\nail_228.jpg,8
D:\datasets\quickdraw\normal_images\paper clip_207.jpg,9
D:\datasets\quickdraw\normal_images\zigzag_162.jpg,13
D:\datasets\quickdraw\normal_images\grass_44.jpg,1
D:\datasets\quickdraw\normal_images\basketball_38.jpg,10
D:\datasets\quickdraw\normal_images\squiggle_286.jpg,6
D:\datasets\quickdraw\normal_images\hurricane_104.jpg,12
D:\datasets\quickdraw\normal_images\cloud_457.jpg,7
D:\datasets\quickdraw\normal_images\rainbow_322.jpg,11
D:\datasets\quickdraw\normal_images\baseball_252.jpg,5
D:\datasets\quickdraw\normal_images\basketball_226.jpg,10
D:\datasets\quickdraw\normal_images\paper clip_287.jpg,9
D:\datasets\quickdraw\normal_images\basketball_478.jpg,10
D:\datasets\quickdraw\normal_images\bush_171.jpg,3
D:\datasets\quickdraw\normal_images\basketball_173.jpg,10
D:\datasets\quickdraw\normal_images\nail_488.jpg,8
D:\datasets\quickdraw\normal_images\watermelon_35.jpg,0
D:\datasets\quickdraw\normal_images\squiggle_81.jpg,6
D:\datasets\quickdraw\normal_images\bush_214.jpg,3
D:\datasets\quickdraw\normal_images\zigzag_481.jpg,13
D:\datasets\quickdraw\normal_images\ladder_254.jpg,14
D:\datasets\quickdraw\normal_images\ladder_428.jpg,14
D:\datasets\quickdraw\normal_images\squiggle_216.jpg,6
D:\datasets\quickdraw\normal_images\paper clip_205.jpg,9
D:\datasets\quickdraw\normal_images\paper clip_230.jpg,9
D:\datasets\quickdraw\normal_images\watermelon_464.jpg,0
D:\datasets\quickdraw\normal_images\zigzag_286.jpg,13
D:\datasets\quickdraw\normal_images\zigzag_156.jpg,13
D:\datasets\quickdraw\normal_images\cloud_332.jpg,7
D:\datasets\quickdraw\normal_images\basketball_50.jpg,10
D:\datasets\quickdraw\normal_images\zigzag_478.jpg,13
D:\datasets\quickdraw\normal_images\fork_336.jpg,4
D:\datasets\quickdraw\normal_images\rainbow_391.jpg,11
D:\datasets\quickdraw\normal_images\baseball_179.jpg,5
D:\datasets\quickdraw\normal_images\hurricane_225.jpg,12
D:\datasets\quickdraw\normal_images\bush_175.jpg,3
D:\datasets\quickdraw\normal_images\squiggle_413.jpg,6
D:\datasets\quickdraw\normal_images\rainbow_299.jpg,11
D:\datasets\quickdraw\normal_images\cloud_185.jpg,7
D:\datasets\quickdraw\normal_images\bush_303.jpg,3
D:\datasets\quickdraw\normal_images\rainbow_453.jpg,11
D:\datasets\quickdraw\normal_images\watermelon_133.jpg,0
D:\datasets\quickdraw\normal_images\mushroom_27.jpg,2
D:\datasets\quickdraw\normal_images\fork_66.jpg,4
D:\datasets\quickdraw\normal_images\baseball_400.jpg,5
D:\datasets\quickdraw\normal_images\zigzag_182.jpg,13
D:\datasets\quickdraw\normal_images\nail_2.jpg,8
D:\datasets\quickdraw\normal_images\squiggle_440.jpg,6
D:\datasets\quickdraw\normal_images\basketball_159.jpg,10
D:\datasets\quickdraw\normal_images\bush_165.jpg,3
D:\datasets\quickdraw\normal_images\hurricane_151.jpg,12
D:\datasets\quickdraw\normal_images\basketball_68.jpg,10
D:\datasets\quickdraw\normal_images\cloud_331.jpg,7
D:\datasets\quickdraw\normal_images\basketball_496.jpg,10
D:\datasets\quickdraw\normal_images\paper clip_270.jpg,9
D:\datasets\quickdraw\normal_images\basketball_437.jpg,10
D:\datasets\quickdraw\normal_images\zigzag_277.jpg,13
D:\datasets\quickdraw\normal_images\paper clip_498.jpg,9
D:\datasets\quickdraw\normal_images\basketball_487.jpg,10
D:\datasets\quickdraw\normal_images\hurricane_157.jpg,12
D:\datasets\quickdraw\normal_images\ladder_302.jpg,14
D:\datasets\quickdraw\normal_images\paper clip_375.jpg,9
D:\datasets\quickdraw\normal_images\mushroom_255.jpg,2
D:\datasets\quickdraw\normal_images\nail_371.jpg,8
D:\datasets\quickdraw\normal_images\hurricane_148.jpg,12
D:\datasets\quickdraw\normal_images\grass_348.jpg,1
D:\datasets\quickdraw\normal_images\grass_447.jpg,1
D:\datasets\quickdraw\normal_images\cloud_292.jpg,7
D:\datasets\quickdraw\normal_images\nail_312.jpg,8
D:\datasets\quickdraw\normal_images\zigzag_52.jpg,13
D:\datasets\quickdraw\normal_images\hurricane_265.jpg,12
D:\datasets\quickdraw\normal_images\rainbow_5.jpg,11
D:\datasets\quickdraw\normal_images\squiggle_453.jpg,6
D:\datasets\quickdraw\normal_images\bush_499.jpg,3
D:\datasets\quickdraw\normal_images\cloud_325.jpg,7
D:\datasets\quickdraw\normal_images\baseball_211.jpg,5
D:\datasets\quickdraw\normal_images\squiggle_63.jpg,6
D:\datasets\quickdraw\normal_images\hurricane_67.jpg,12
D:\datasets\quickdraw\normal_images\nail_55.jpg,8
D:\datasets\quickdraw\normal_images\cloud_97.jpg,7
D:\datasets\quickdraw\normal_images\rainbow_18.jpg,11
D:\datasets\quickdraw\normal_images\bush_232.jpg,3
D:\datasets\quickdraw\normal_images\cloud_115.jpg,7
D:\datasets\quickdraw\normal_images\hurricane_160.jpg,12
D:\datasets\quickdraw\normal_images\watermelon_43.jpg,0
D:\datasets\quickdraw\normal_images\basketball_242.jpg,10
D:\datasets\quickdraw\normal_images\rainbow_51.jpg,11
D:\datasets\quickdraw\normal_images\bush_314.jpg,3
D:\datasets\quickdraw\normal_images\paper clip_173.jpg,9
D:\datasets\quickdraw\normal_images\watermelon_304.jpg,0
D:\datasets\quickdraw\normal_images\watermelon_349.jpg,0
D:\datasets\quickdraw\normal_images\baseball_443.jpg,5
D:\datasets\quickdraw\normal_images\hurricane_402.jpg,12
D:\datasets\quickdraw\normal_images\rainbow_319.jpg,11
D:\datasets\quickdraw\normal_images\rainbow_150.jpg,11
D:\datasets\quickdraw\normal_images\watermelon_231.jpg,0
D:\datasets\quickdraw\normal_images\ladder_381.jpg,14
D:\datasets\quickdraw\normal_images\bush_355.jpg,3
D:\datasets\quickdraw\normal_images\squiggle_4.jpg,6
D:\datasets\quickdraw\normal_images\paper clip_203.jpg,9
D:\datasets\quickdraw\normal_images\watermelon_151.jpg,0
D:\datasets\quickdraw\normal_images\cloud_188.jpg,7
D:\datasets\quickdraw\normal_images\cloud_452.jpg,7
D:\datasets\quickdraw\normal_images\rainbow_281.jpg,11
D:\datasets\quickdraw\normal_images\fork_36.jpg,4
D:\datasets\quickdraw\normal_images\squiggle_5.jpg,6
D:\datasets\quickdraw\normal_images\bush_244.jpg,3
D:\datasets\quickdraw\normal_images\nail_257.jpg,8
D:\datasets\quickdraw\normal_images\watermelon_17.jpg,0
D:\datasets\quickdraw\normal_images\ladder_57.jpg,14
D:\datasets\quickdraw\normal_images\fork_316.jpg,4
D:\datasets\quickdraw\normal_images\rainbow_312.jpg,11
D:\datasets\quickdraw\normal_images\baseball_103.jpg,5
D:\datasets\quickdraw\normal_images\nail_262.jpg,8
D:\datasets\quickdraw\normal_images\basketball_160.jpg,10
D:\datasets\quickdraw\normal_images\fork_406.jpg,4
D:\datasets\quickdraw\normal_images\basketball_47.jpg,10
D:\datasets\quickdraw\normal_images\basketball_374.jpg,10
D:\datasets\quickdraw\normal_images\fork_260.jpg,4
D:\datasets\quickdraw\normal_images\mushroom_274.jpg,2
D:\datasets\quickdraw\normal_images\ladder_32.jpg,14
D:\datasets\quickdraw\normal_images\squiggle_399.jpg,6
D:\datasets\quickdraw\normal_images\bush_444.jpg,3
D:\datasets\quickdraw\normal_images\watermelon_27.jpg,0
D:\datasets\quickdraw\normal_images\baseball_218.jpg,5
D:\datasets\quickdraw\normal_images\basketball_165.jpg,10
D:\datasets\quickdraw\normal_images\fork_119.jpg,4
D:\datasets\quickdraw\normal_images\baseball_242.jpg,5
D:\datasets\quickdraw\normal_images\mushroom_161.jpg,2
D:\datasets\quickdraw\normal_images\mushroom_366.jpg,2
D:\datasets\quickdraw\normal_images\rainbow_38.jpg,11
D:\datasets\quickdraw\normal_images\cloud_435.jpg,7
D:\datasets\quickdraw\normal_images\hurricane_356.jpg,12
D:\datasets\quickdraw\normal_images\zigzag_180.jpg,13
D:\datasets\quickdraw\normal_images\squiggle_178.jpg,6
D:\datasets\quickdraw\normal_images\watermelon_387.jpg,0
D:\datasets\quickdraw\normal_images\bush_274.jpg,3
D:\datasets\quickdraw\normal_images\baseball_329.jpg,5
D:\datasets\quickdraw\normal_images\hurricane_152.jpg,12
D:\datasets\quickdraw\normal_images\squiggle_495.jpg,6
D:\datasets\quickdraw\normal_images\cloud_46.jpg,7
D:\datasets\quickdraw\normal_images\bush_405.jpg,3
D:\datasets\quickdraw\normal_images\rainbow_252.jpg,11
D:\datasets\quickdraw\normal_images\zigzag_492.jpg,13
D:\datasets\quickdraw\normal_images\fork_289.jpg,4
D:\datasets\quickdraw\normal_images\basketball_229.jpg,10
D:\datasets\quickdraw\normal_images\paper clip_16.jpg,9
D:\datasets\quickdraw\normal_images\bush_407.jpg,3
D:\datasets\quickdraw\normal_images\paper clip_142.jpg,9
D:\datasets\quickdraw\normal_images\basketball_103.jpg,10
D:\datasets\quickdraw\normal_images\bush_103.jpg,3
D:\datasets\quickdraw\normal_images\paper clip_73.jpg,9
D:\datasets\quickdraw\normal_images\baseball_236.jpg,5
D:\datasets\quickdraw\normal_images\basketball_99.jpg,10
D:\datasets\quickdraw\normal_images\mushroom_231.jpg,2
D:\datasets\quickdraw\normal_images\basketball_398.jpg,10
D:\datasets\quickdraw\normal_images\squiggle_402.jpg,6
D:\datasets\quickdraw\normal_images\cloud_453.jpg,7
D:\datasets\quickdraw\normal_images\bush_53.jpg,3
D:\datasets\quickdraw\normal_images\fork_142.jpg,4
D:\datasets\quickdraw\normal_images\hurricane_168.jpg,12
D:\datasets\quickdraw\normal_images\cloud_264.jpg,7
D:\datasets\quickdraw\normal_images\ladder_138.jpg,14
D:\datasets\quickdraw\normal_images\bush_315.jpg,3
D:\datasets\quickdraw\normal_images\paper clip_484.jpg,9
D:\datasets\quickdraw\normal_images\cloud_304.jpg,7
D:\datasets\quickdraw\normal_images\baseball_196.jpg,5
D:\datasets\quickdraw\normal_images\mushroom_386.jpg,2
D:\datasets\quickdraw\normal_images\grass_150.jpg,1
D:\datasets\quickdraw\normal_images\watermelon_451.jpg,0
D:\datasets\quickdraw\normal_images\ladder_327.jpg,14
D:\datasets\quickdraw\normal_images\cloud_169.jpg,7
D:\datasets\quickdraw\normal_images\basketball_401.jpg,10
D:\datasets\quickdraw\normal_images\fork_311.jpg,4
D:\datasets\quickdraw\normal_images\bush_142.jpg,3
D:\datasets\quickdraw\normal_images\paper clip_392.jpg,9
D:\datasets\quickdraw\normal_images\zigzag_236.jpg,13
D:\datasets\quickdraw\normal_images\cloud_230.jpg,7
D:\datasets\quickdraw\normal_images\nail_303.jpg,8
D:\datasets\quickdraw\normal_images\bush_410.jpg,3
D:\datasets\quickdraw\normal_images\squiggle_144.jpg,6
D:\datasets\quickdraw\normal_images\watermelon_283.jpg,0
D:\datasets\quickdraw\normal_images\basketball_323.jpg,10
D:\datasets\quickdraw\normal_images\zigzag_292.jpg,13
D:\datasets\quickdraw\normal_images\mushroom_48.jpg,2
D:\datasets\quickdraw\normal_images\basketball_495.jpg,10
D:\datasets\quickdraw\normal_images\grass_399.jpg,1
D:\datasets\quickdraw\normal_images\zigzag_482.jpg,13
D:\datasets\quickdraw\normal_images\bush_172.jpg,3
D:\datasets\quickdraw\normal_images\basketball_447.jpg,10
D:\datasets\quickdraw\normal_images\watermelon_3.jpg,0
D:\datasets\quickdraw\normal_images\hurricane_177.jpg,12
D:\datasets\quickdraw\normal_images\zigzag_338.jpg,13
D:\datasets\quickdraw\normal_images\ladder_247.jpg,14
D:\datasets\quickdraw\normal_images\baseball_425.jpg,5
D:\datasets\quickdraw\normal_images\baseball_52.jpg,5
